user,btag,clk,cate_id,campaign_id,customer,price,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level ,buyer_type
1045099,not,0,4520,1,13787,74.99,1.0,3.0,,3.0,0.0,3.0,2
1045099,not,0,1665,1,13787,122.5,1.0,3.0,,3.0,0.0,3.0,2
1045099,not,0,1665,1,13787,137.0,1.0,3.0,,3.0,0.0,3.0,2
996474,not,0,6261,1,13787,137.0,2.0,3.0,,3.0,0.0,1.0,2
185297,not,0,4282,1,13787,124.0,1.0,3.0,1.0,3.0,0.0,4.0,2
692472,not,0,6261,1,13787,136.25,2.0,4.0,2.0,2.0,0.0,4.0,2
1048451,not,0,6261,1,13787,119.0,2.0,3.0,2.0,3.0,0.0,4.0,2
532334,not,0,6261,1,13787,137.0,1.0,4.0,1.0,3.0,0.0,4.0,2
119108,not,0,4282,1,13787,124.0,1.0,2.0,1.0,3.0,0.0,3.0,2
288231,not,1,1665,1,13787,137.0,1.0,5.0,2.0,3.0,0.0,2.0,2
288231,not,0,6261,1,13787,124.0,1.0,5.0,2.0,3.0,0.0,2.0,2
288231,not,0,1665,1,13787,122.5,1.0,5.0,2.0,3.0,0.0,2.0,2
288231,not,0,6261,1,13787,136.25,1.0,5.0,2.0,3.0,0.0,2.0,2
288231,not,0,6261,1,13787,137.0,1.0,5.0,2.0,3.0,0.0,2.0,2
1056000,not,0,1665,1,13787,137.0,2.0,3.0,,3.0,0.0,3.0,2
7817,not,0,6261,1,13787,136.25,2.0,3.0,,3.0,0.0,2.0,2
984627,not,0,4282,1,13787,124.0,2.0,3.0,,3.0,0.0,2.0,2
790301,not,0,1665,1,13787,137.0,2.0,2.0,,3.0,0.0,,2
228817,not,0,6261,1,13787,124.0,2.0,2.0,,3.0,0.0,2.0,2
418751,not,0,1665,1,13787,137.0,1.0,3.0,,3.0,0.0,4.0,2
418751,not,0,6261,1,13787,136.25,1.0,3.0,,3.0,0.0,4.0,2
418751,not,0,6261,1,13787,124.0,1.0,3.0,,3.0,0.0,4.0,2
962421,not,0,1665,1,13787,137.0,2.0,4.0,2.0,3.0,0.0,4.0,2
962421,not,0,4520,1,13787,74.99,2.0,4.0,2.0,3.0,0.0,4.0,2
962421,not,0,1665,1,13787,122.5,2.0,4.0,2.0,3.0,0.0,4.0,2
962421,not,0,6261,1,13787,136.25,2.0,4.0,2.0,3.0,0.0,4.0,2
962421,not,0,4520,1,13787,87.0,2.0,4.0,2.0,3.0,0.0,4.0,2
962421,not,0,6261,1,13787,137.0,2.0,4.0,2.0,3.0,0.0,4.0,2
962421,not,0,4282,1,13787,124.0,2.0,4.0,2.0,3.0,0.0,4.0,2
962421,not,0,6261,1,13787,124.0,2.0,4.0,2.0,3.0,0.0,4.0,2
962421,not,0,6261,1,13787,119.0,2.0,4.0,2.0,3.0,0.0,4.0,2
387144,not,0,4282,1,13787,124.0,1.0,4.0,1.0,3.0,0.0,4.0,2
8155,not,0,4520,1,13787,74.99,2.0,1.0,1.0,3.0,0.0,2.0,2
1006474,not,1,1665,1,13787,122.5,2.0,2.0,2.0,3.0,0.0,4.0,2
218098,not,0,1665,1,13787,137.0,2.0,2.0,,2.0,0.0,,2
218098,not,0,1665,1,13787,122.5,2.0,2.0,,2.0,0.0,,2
43548,not,0,1665,1,13787,122.5,2.0,1.0,,3.0,0.0,,2
473452,not,0,6261,1,13787,136.25,2.0,3.0,,3.0,0.0,1.0,2
420528,not,0,1665,1,13787,137.0,2.0,3.0,1.0,3.0,0.0,3.0,2
420528,not,0,4520,1,13787,74.99,2.0,3.0,1.0,3.0,0.0,3.0,2
420528,not,0,1665,1,13787,122.5,2.0,3.0,1.0,3.0,0.0,3.0,2
420528,not,0,4282,1,13787,124.0,2.0,3.0,1.0,3.0,0.0,3.0,2
739141,not,0,1665,1,13787,137.0,2.0,2.0,1.0,3.0,0.0,4.0,2
865870,not,0,1665,1,13787,137.0,1.0,3.0,2.0,3.0,0.0,,2
975455,not,0,4282,1,13787,124.0,1.0,4.0,2.0,3.0,0.0,2.0,2
475540,not,0,6261,1,13787,124.0,2.0,2.0,1.0,3.0,0.0,,2
910443,not,0,1665,1,13787,162.0,1.0,3.0,1.0,2.0,0.0,,2
192462,not,0,1665,1,13787,137.0,2.0,3.0,,3.0,0.0,3.0,2
192462,not,1,1665,1,13787,122.5,2.0,3.0,,3.0,0.0,3.0,2
1079054,not,0,1665,1,13787,122.5,2.0,4.0,2.0,3.0,0.0,2.0,2
241125,not,0,1665,1,13787,122.5,2.0,2.0,2.0,3.0,0.0,4.0,2
79205,not,0,6261,1,13787,124.0,2.0,3.0,,3.0,0.0,2.0,2
652557,not,1,1665,1,13787,137.0,2.0,3.0,2.0,3.0,0.0,3.0,2
222280,not,1,4520,1,13787,87.0,2.0,4.0,,2.0,0.0,,2
380888,not,0,6261,1,13787,119.0,2.0,2.0,2.0,3.0,0.0,3.0,2
551091,buy,0,6261,1,13787,124.0,2.0,2.0,,3.0,0.0,4.0,0
551091,buy,0,6261,1,13787,137.0,2.0,2.0,,3.0,0.0,4.0,0
551091,buy,0,6261,1,13787,99.0,2.0,2.0,,3.0,0.0,4.0,0
314436,not,0,1665,1,13787,122.5,2.0,2.0,,3.0,1.0,,2
314436,not,0,4520,1,13787,87.0,2.0,2.0,,3.0,1.0,,2
1036718,not,0,6261,1,13787,119.0,2.0,4.0,,3.0,0.0,2.0,2
171742,not,1,4520,1,13787,87.0,2.0,3.0,2.0,3.0,0.0,2.0,2
448082,not,0,1665,1,13787,122.5,2.0,3.0,,3.0,0.0,3.0,2
340435,not,0,4282,1,13787,124.0,2.0,3.0,,3.0,0.0,1.0,2
340435,not,0,6261,1,13787,124.0,2.0,3.0,,3.0,0.0,1.0,2
397291,not,0,6261,1,13787,124.0,2.0,3.0,2.0,3.0,0.0,3.0,2
397291,not,0,6261,1,13787,137.0,2.0,3.0,2.0,3.0,0.0,3.0,2
513180,not,0,6261,1,13787,124.0,2.0,3.0,2.0,3.0,0.0,3.0,2
513180,not,0,1665,1,13787,137.0,2.0,3.0,2.0,3.0,0.0,3.0,2
513180,not,0,1665,1,13787,122.5,2.0,3.0,2.0,3.0,0.0,3.0,2
513180,not,0,6261,1,13787,136.25,2.0,3.0,2.0,3.0,0.0,3.0,2
513180,not,0,6261,1,13787,137.0,2.0,3.0,2.0,3.0,0.0,3.0,2
513180,not,0,6261,1,13787,99.0,2.0,3.0,2.0,3.0,0.0,3.0,2
610395,not,0,1665,1,13787,137.0,2.0,3.0,,2.0,0.0,,2
610395,not,0,6261,1,13787,124.0,2.0,3.0,,2.0,0.0,,2
512149,not,0,1665,1,13787,137.0,2.0,2.0,2.0,3.0,0.0,3.0,2
653486,not,0,6261,1,13787,124.0,2.0,4.0,1.0,3.0,0.0,3.0,2
653486,not,0,6261,1,13787,137.0,2.0,4.0,1.0,3.0,0.0,3.0,2
148526,not,0,4281,1,13787,69.0,2.0,3.0,1.0,3.0,0.0,1.0,2
148526,not,0,4282,1,13787,124.0,2.0,3.0,1.0,3.0,0.0,1.0,2
148526,not,0,4281,1,13787,99.0,2.0,3.0,1.0,3.0,0.0,1.0,2
837608,not,0,4281,1,13787,69.0,2.0,2.0,1.0,3.0,0.0,2.0,2
837608,not,0,4281,1,13787,99.0,2.0,2.0,1.0,3.0,0.0,2.0,2
69632,not,0,6261,1,13787,119.0,2.0,3.0,2.0,3.0,0.0,2.0,2
560419,not,0,6261,1,13787,124.0,2.0,3.0,2.0,3.0,0.0,4.0,2
560419,not,0,1665,1,13787,137.0,2.0,3.0,2.0,3.0,0.0,4.0,2
560419,not,0,4520,1,13787,74.99,2.0,3.0,2.0,3.0,0.0,4.0,2
560419,not,0,1665,1,13787,122.5,2.0,3.0,2.0,3.0,0.0,4.0,2
560419,not,0,4520,1,13787,87.0,2.0,3.0,2.0,3.0,0.0,4.0,2
560419,not,0,6261,1,13787,137.0,2.0,3.0,2.0,3.0,0.0,4.0,2
560419,not,0,4282,1,13787,124.0,2.0,3.0,2.0,3.0,0.0,4.0,2
560419,not,0,6261,1,13787,119.0,2.0,3.0,2.0,3.0,0.0,4.0,2
202501,not,0,6261,1,13787,137.0,2.0,3.0,1.0,3.0,0.0,3.0,2
231651,not,0,1665,1,13787,137.0,2.0,2.0,2.0,3.0,0.0,2.0,2
382044,not,0,6261,1,13787,137.0,1.0,5.0,,3.0,0.0,2.0,2
1053895,not,0,1665,1,13787,122.5,1.0,4.0,2.0,3.0,0.0,3.0,2
780601,not,0,4281,1,13787,69.0,2.0,4.0,2.0,3.0,0.0,,2
1114297,not,0,6261,1,13787,124.0,2.0,3.0,,3.0,0.0,,2
257230,not,0,6261,1,13787,124.0,2.0,3.0,2.0,3.0,0.0,3.0,2
1097466,not,0,1665,1,13787,137.0,2.0,3.0,2.0,3.0,0.0,4.0,2
1121522,not,0,4282,1,13787,124.0,2.0,2.0,1.0,3.0,0.0,3.0,2
7352,not,0,1665,1,13787,137.0,2.0,3.0,,3.0,0.0,,2
898811,not,0,6261,1,13787,137.0,2.0,3.0,2.0,3.0,0.0,1.0,2
898811,not,0,6261,1,13787,119.0,2.0,3.0,2.0,3.0,0.0,1.0,2
506055,not,0,6261,1,13787,136.25,1.0,4.0,2.0,3.0,0.0,,2
722399,not,0,1665,1,13787,137.0,2.0,2.0,2.0,3.0,0.0,2.0,2
722399,not,0,4282,1,13787,124.0,2.0,2.0,2.0,3.0,0.0,2.0,2
722399,not,0,6261,1,13787,124.0,2.0,2.0,2.0,3.0,0.0,2.0,2
722399,not,1,6261,1,13787,119.0,2.0,2.0,2.0,3.0,0.0,2.0,2
624112,not,0,1665,1,13787,137.0,2.0,2.0,,3.0,0.0,,2
624112,not,0,6261,1,13787,136.25,2.0,2.0,,3.0,0.0,,2
811706,not,0,1665,1,13787,137.0,2.0,4.0,2.0,3.0,0.0,1.0,2
811706,not,0,4520,1,13787,74.99,2.0,4.0,2.0,3.0,0.0,1.0,2
811706,not,0,1665,1,13787,122.5,2.0,4.0,2.0,3.0,0.0,1.0,2
839810,not,0,6261,1,13787,136.25,2.0,3.0,1.0,3.0,0.0,2.0,2
376646,not,0,4282,1,13787,124.0,2.0,2.0,,3.0,0.0,,2
263670,not,0,4282,1,13787,124.0,2.0,3.0,,3.0,0.0,3.0,2
1068901,not,0,6261,1,13787,136.25,2.0,3.0,,3.0,0.0,,2
1068901,not,1,6261,1,13787,136.25,2.0,3.0,,3.0,0.0,,2
1068901,not,0,6261,1,13787,137.0,2.0,3.0,,3.0,0.0,,2
546459,not,1,1665,1,13787,137.0,2.0,2.0,,3.0,0.0,2.0,2
1000119,not,0,4281,1,13787,69.0,2.0,2.0,,3.0,1.0,2.0,2
384262,not,0,6261,1,13787,137.0,2.0,3.0,,3.0,0.0,2.0,2
384262,not,0,6261,1,13787,119.0,2.0,3.0,,3.0,0.0,2.0,2
657759,not,0,1665,1,13787,137.0,2.0,2.0,,3.0,0.0,2.0,2
822468,not,0,1665,1,13787,137.0,1.0,4.0,1.0,3.0,0.0,3.0,2
822468,not,0,1665,1,13787,122.5,1.0,4.0,1.0,3.0,0.0,3.0,2
729782,not,0,4281,1,13787,112.0,1.0,2.0,2.0,3.0,0.0,,2
273246,not,0,6261,1,13787,119.0,2.0,4.0,,2.0,0.0,3.0,2
989426,not,0,1665,1,13787,137.0,2.0,5.0,1.0,3.0,0.0,1.0,2
589428,not,0,1665,1,13787,137.0,2.0,4.0,2.0,3.0,0.0,2.0,2
600212,not,0,1665,1,13787,137.0,2.0,3.0,,3.0,0.0,2.0,2
600212,not,1,4520,1,13787,87.0,2.0,3.0,,3.0,0.0,2.0,2
458526,not,0,6261,1,13787,137.0,2.0,2.0,,3.0,0.0,1.0,2
458526,not,0,6261,1,13787,99.0,2.0,2.0,,3.0,0.0,1.0,2
458526,not,0,4282,1,13787,124.0,2.0,2.0,,3.0,0.0,1.0,2
458526,not,0,6261,1,13787,119.0,2.0,2.0,,3.0,0.0,1.0,2
912492,not,0,1665,1,13787,122.5,2.0,5.0,,3.0,0.0,1.0,2
47635,not,0,1665,1,13787,122.5,2.0,3.0,,3.0,0.0,,2
619243,not,0,1665,1,13787,122.5,1.0,3.0,2.0,3.0,0.0,2.0,2
619243,not,0,1665,1,13787,137.0,1.0,3.0,2.0,3.0,0.0,2.0,2
1109423,not,0,1665,1,13787,137.0,2.0,4.0,2.0,3.0,0.0,2.0,2
1109423,not,0,6261,1,13787,136.25,2.0,4.0,2.0,3.0,0.0,2.0,2
1109423,not,0,6261,1,13787,137.0,2.0,4.0,2.0,3.0,0.0,2.0,2
1109423,not,0,6261,1,13787,99.0,2.0,4.0,2.0,3.0,0.0,2.0,2
1109423,not,0,6261,1,13787,124.0,2.0,4.0,2.0,3.0,0.0,2.0,2
687006,not,0,1665,1,13787,162.0,1.0,3.0,2.0,3.0,0.0,3.0,2
687006,not,0,1665,1,13787,137.0,1.0,3.0,2.0,3.0,0.0,3.0,2
687006,not,0,1665,1,13787,122.5,1.0,3.0,2.0,3.0,0.0,3.0,2
687006,not,0,4283,1,13787,99.0,1.0,3.0,2.0,3.0,0.0,3.0,2
423435,not,0,4281,1,13787,99.0,2.0,4.0,,3.0,0.0,4.0,2
282937,not,0,1665,1,13787,137.0,2.0,3.0,,3.0,0.0,2.0,2
282937,not,1,1665,1,13787,122.5,2.0,3.0,,3.0,0.0,2.0,2
282937,not,0,1665,1,13787,122.5,2.0,3.0,,3.0,0.0,2.0,2
282937,not,0,6261,1,13787,99.0,2.0,3.0,,3.0,0.0,2.0,2
282937,not,0,6261,1,13787,124.0,2.0,3.0,,3.0,0.0,2.0,2
282937,not,0,6261,1,13787,119.0,2.0,3.0,,3.0,0.0,2.0,2
849588,not,0,4520,1,13787,87.0,2.0,3.0,,3.0,0.0,2.0,2
464476,not,0,1665,1,13787,122.5,2.0,3.0,2.0,3.0,0.0,2.0,2
978748,not,0,1665,1,13787,122.5,2.0,3.0,,3.0,0.0,2.0,2
1139947,not,0,1665,1,13787,137.0,2.0,3.0,2.0,3.0,0.0,1.0,2
863396,not,0,6261,1,13787,119.0,2.0,3.0,2.0,3.0,0.0,1.0,2
332,not,0,1665,1,13787,137.0,2.0,2.0,,3.0,0.0,,2
553631,not,0,1665,1,13787,122.5,2.0,3.0,,3.0,0.0,4.0,2
553631,not,0,6261,1,13787,136.25,2.0,3.0,,3.0,0.0,4.0,2
553631,not,0,6261,1,13787,137.0,2.0,3.0,,3.0,0.0,4.0,2
553631,not,0,6261,1,13787,119.0,2.0,3.0,,3.0,0.0,4.0,2
1094725,not,0,1665,1,13787,137.0,1.0,3.0,,2.0,0.0,1.0,2
589427,not,0,6261,1,13787,137.0,2.0,3.0,2.0,3.0,0.0,,2
589427,not,0,6261,1,13787,99.0,2.0,3.0,2.0,3.0,0.0,,2
890488,not,0,1665,1,13787,162.0,2.0,3.0,1.0,3.0,0.0,4.0,2
772197,not,0,1665,1,13787,137.0,2.0,2.0,1.0,3.0,0.0,3.0,2
772197,not,1,1665,1,13787,137.0,2.0,2.0,1.0,3.0,0.0,3.0,2
772197,not,0,1665,1,13787,122.5,2.0,2.0,1.0,3.0,0.0,3.0,2
467971,not,0,1665,1,13787,137.0,2.0,4.0,,3.0,0.0,2.0,2
1092255,not,0,1665,1,13787,137.0,2.0,3.0,,3.0,0.0,2.0,2
1092255,not,0,1665,1,13787,122.5,2.0,3.0,,3.0,0.0,2.0,2
604032,not,0,6261,1,13787,136.25,2.0,2.0,1.0,3.0,1.0,,2
294948,not,0,6261,1,13787,137.0,1.0,3.0,1.0,3.0,0.0,3.0,2
590014,not,0,6261,1,13787,137.0,2.0,4.0,1.0,3.0,0.0,4.0,2
590014,not,0,6261,1,13787,99.0,2.0,4.0,1.0,3.0,0.0,4.0,2
590014,not,0,6261,1,13787,124.0,2.0,4.0,1.0,3.0,0.0,4.0,2
590014,not,0,6261,1,13787,119.0,2.0,4.0,1.0,3.0,0.0,4.0,2
1001859,not,0,1665,1,13787,137.0,2.0,2.0,1.0,3.0,0.0,2.0,2
1001859,not,0,6261,1,13787,137.0,2.0,2.0,1.0,3.0,0.0,2.0,2
512760,not,0,4281,1,13787,69.0,2.0,2.0,1.0,3.0,0.0,4.0,2
512760,not,0,6261,1,13787,137.0,2.0,2.0,1.0,3.0,0.0,4.0,2
468787,not,0,6261,1,13787,124.0,2.0,3.0,2.0,3.0,0.0,3.0,2
793208,not,0,6261,1,13787,124.0,2.0,2.0,,3.0,0.0,4.0,2
793208,not,0,6261,1,13787,136.25,2.0,2.0,,3.0,0.0,4.0,2
793208,not,0,6261,1,13787,137.0,2.0,2.0,,3.0,0.0,4.0,2
793208,not,0,6261,1,13787,99.0,2.0,2.0,,3.0,0.0,4.0,2
793208,not,0,4282,1,13787,124.0,2.0,2.0,,3.0,0.0,4.0,2
793208,not,0,6261,1,13787,119.0,2.0,2.0,,3.0,0.0,4.0,2
468635,not,0,4282,1,13787,124.0,2.0,4.0,2.0,3.0,0.0,2.0,2
994015,not,0,6261,1,13787,124.0,2.0,2.0,1.0,3.0,0.0,4.0,2
994015,not,0,6261,1,13787,136.25,2.0,2.0,1.0,3.0,0.0,4.0,2
994015,not,0,6261,1,13787,137.0,2.0,2.0,1.0,3.0,0.0,4.0,2
994015,not,0,6261,1,13787,119.0,2.0,2.0,1.0,3.0,0.0,4.0,2
653860,not,0,1665,1,13787,162.0,1.0,5.0,,3.0,0.0,4.0,2
653860,not,0,1665,1,13787,137.0,1.0,5.0,,3.0,0.0,4.0,2
653860,not,0,1665,1,13787,122.5,1.0,5.0,,3.0,0.0,4.0,2
653860,not,0,6261,1,13787,124.0,1.0,5.0,,3.0,0.0,4.0,2
653860,not,0,6261,1,13787,136.25,1.0,5.0,,3.0,0.0,4.0,2
653860,not,0,6261,1,13787,137.0,1.0,5.0,,3.0,0.0,4.0,2
653860,not,0,6261,1,13787,119.0,1.0,5.0,,3.0,0.0,4.0,2
231714,not,0,1665,1,13787,137.0,2.0,3.0,2.0,3.0,0.0,,2
993480,not,0,6261,1,13787,119.0,1.0,3.0,2.0,3.0,0.0,2.0,2
1098023,not,0,1665,1,13787,137.0,2.0,5.0,,3.0,0.0,,2
587231,not,0,1665,1,13787,137.0,2.0,4.0,2.0,3.0,0.0,2.0,2
160485,not,1,1665,1,13787,162.0,2.0,5.0,,3.0,0.0,3.0,2
160485,not,0,1665,1,13787,122.5,2.0,5.0,,3.0,0.0,3.0,2
